Date,Site,Sample,Depth,Volume,Root_Weight,Notes,wt_by_vol,Station_Name,SPEI_12_May,SPEI_6_May,SPEI_12_Sept,SPEI_6_Sept,precip_annual,precip_JJAS,precip_FMAM,precip_ONDJ,precip_intraCV,sitesampledepth
2010,C,8,15-30,2800,1450,NA,0.517857143,Five Points,1.028533633,1.090059198,0.413601623,-0.412641383,239.245,110.808,49.327,79.11,3.959455043,C 8 15-30
2010,C,8,0-15,1900,1510,NA,0.794736842,Five Points,1.028533633,1.090059198,0.413601623,-0.412641383,239.245,110.808,49.327,79.11,3.959455043,C 8 0-15
2010,C,7,15-30,1550,1450,NA,0.935483871,Five Points,1.028533633,1.090059198,0.413601623,-0.412641383,239.245,110.808,49.327,79.11,3.959455043,C 7 15-30
2010,C,7,0-15,2200,160,NA,0.072727273,Five Points,1.028533633,1.090059198,0.413601623,-0.412641383,239.245,110.808,49.327,79.11,3.959455043,C 7 0-15
2010,C,6,15-30,2250,900,NA,0.4,Five Points,1.028533633,1.090059198,0.413601623,-0.412641383,239.245,110.808,49.327,79.11,3.959455043,C 6 15-30
2010,C,6,0-15,2900,1100,NA,0.379310345,Five Points,1.028533633,1.090059198,0.413601623,-0.412641383,239.245,110.808,49.327,79.11,3.959455043,C 6 0-15
2010,C,5,15-30,1650,1190,NA,0.721212121,Five Points,1.028533633,1.090059198,0.413601623,-0.412641383,239.245,110.808,49.327,79.11,3.959455043,C 5 15-30
2010,C,5,0-15,1900,280,NA,0.147368421,Five Points,1.028533633,1.090059198,0.413601623,-0.412641383,239.245,110.808,49.327,79.11,3.959455043,C 5 0-15
2010,C,4,15-30,2050,2400,NA,1.170731707,Five Points,1.028533633,1.090059198,0.413601623,-0.412641383,239.245,110.808,49.327,79.11,3.959455043,C 4 15-30
2010,C,4,0-15,1800,340,NA,0.188888889,Five Points,1.028533633,1.090059198,0.413601623,-0.412641383,239.245,110.808,49.327,79.11,3.959455043,C 4 0-15
2010,C,3,15-30,1950,1720,NA,0.882051282,Five Points,1.028533633,1.090059198,0.413601623,-0.412641383,239.245,110.808,49.327,79.11,3.959455043,C 3 15-30
2010,C,3,0-15,2100,1250,NA,0.595238095,Five Points,1.028533633,1.090059198,0.413601623,-0.412641383,239.245,110.808,49.327,79.11,3.959455043,C 3 0-15
2010,C,2,15-30,2100,1030,NA,0.49047619,Five Points,1.028533633,1.090059198,0.413601623,-0.412641383,239.245,110.808,49.327,79.11,3.959455043,C 2 15-30
2010,C,2,0-15,1850,760,NA,0.410810811,Five Points,1.028533633,1.090059198,0.413601623,-0.412641383,239.245,110.808,49.327,79.11,3.959455043,C 2 0-15
2010,C,1,15-30,3650,1980,NA,0.542465753,Five Points,1.028533633,1.090059198,0.413601623,-0.412641383,239.245,110.808,49.327,79.11,3.959455043,C 1 15-30
2010,C,1,0-15,2100,1540,NA,0.733333333,Five Points,1.028533633,1.090059198,0.413601623,-0.412641383,239.245,110.808,49.327,79.11,3.959455043,C 1 0-15
2010,DWB,10,15-30,1750,1110,NA,0.634285714,Deep Well,0.838728148,0.889465004,-0.629731682,-1.543949641,177.6219655,42.1979655,43.253,92.171,4.743844154,DWB 10 15-30
2010,DWB,10,0-15,1650,1410,NA,0.854545455,Deep Well,0.838728148,0.889465004,-0.629731682,-1.543949641,177.6219655,42.1979655,43.253,92.171,4.743844154,DWB 10 0-15
2010,DWB,9,0-15,2600,570,NA,0.219230769,Deep Well,0.838728148,0.889465004,-0.629731682,-1.543949641,177.6219655,42.1979655,43.253,92.171,4.743844154,DWB 9 0-15
2010,DWB,8,15-30,1550,920,NA,0.593548387,Deep Well,0.838728148,0.889465004,-0.629731682,-1.543949641,177.6219655,42.1979655,43.253,92.171,4.743844154,DWB 8 15-30
2010,DWB,8,0-15,2150,730,NA,0.339534884,Deep Well,0.838728148,0.889465004,-0.629731682,-1.543949641,177.6219655,42.1979655,43.253,92.171,4.743844154,DWB 8 0-15
2010,DWB,7,15-30,1000,600,NA,0.6,Deep Well,0.838728148,0.889465004,-0.629731682,-1.543949641,177.6219655,42.1979655,43.253,92.171,4.743844154,DWB 7 15-30
2010,DWB,7,0-15,1900,2900,NA,1.526315789,Deep Well,0.838728148,0.889465004,-0.629731682,-1.543949641,177.6219655,42.1979655,43.253,92.171,4.743844154,DWB 7 0-15
2010,DWB,6,15-30,1050,500,NA,0.476190476,Deep Well,0.838728148,0.889465004,-0.629731682,-1.543949641,177.6219655,42.1979655,43.253,92.171,4.743844154,DWB 6 15-30
2010,DWB,6,0-15,1900,550,NA,0.289473684,Deep Well,0.838728148,0.889465004,-0.629731682,-1.543949641,177.6219655,42.1979655,43.253,92.171,4.743844154,DWB 6 0-15
2010,DWB,5,15-30,2050,630,NA,0.307317073,Deep Well,0.838728148,0.889465004,-0.629731682,-1.543949641,177.6219655,42.1979655,43.253,92.171,4.743844154,DWB 5 15-30
2010,DWB,5,0-15,1500,800,NA,0.533333333,Deep Well,0.838728148,0.889465004,-0.629731682,-1.543949641,177.6219655,42.1979655,43.253,92.171,4.743844154,DWB 5 0-15
2010,DWB,4,15-30,2350,490,NA,0.208510638,Deep Well,0.838728148,0.889465004,-0.629731682,-1.543949641,177.6219655,42.1979655,43.253,92.171,4.743844154,DWB 4 15-30
2010,DWB,4,0-15,1400,810,NA,0.578571429,Deep Well,0.838728148,0.889465004,-0.629731682,-1.543949641,177.6219655,42.1979655,43.253,92.171,4.743844154,DWB 4 0-15
2010,DWB,3,15-30,1600,110,NA,0.06875,Deep Well,0.838728148,0.889465004,-0.629731682,-1.543949641,177.6219655,42.1979655,43.253,92.171,4.743844154,DWB 3 15-30
2010,DWB,3,0-15,1900,590,NA,0.310526316,Deep Well,0.838728148,0.889465004,-0.629731682,-1.543949641,177.6219655,42.1979655,43.253,92.171,4.743844154,DWB 3 0-15
2010,DWB,2,15-30,1600,1000,NA,0.625,Deep Well,0.838728148,0.889465004,-0.629731682,-1.543949641,177.6219655,42.1979655,43.253,92.171,4.743844154,DWB 2 15-30
2010,DWB,2,0-15,1250,1710,NA,1.368,Deep Well,0.838728148,0.889465004,-0.629731682,-1.543949641,177.6219655,42.1979655,43.253,92.171,4.743844154,DWB 2 0-15
2010,DWB,1,15-30,2050,1360,NA,0.663414634,Deep Well,0.838728148,0.889465004,-0.629731682,-1.543949641,177.6219655,42.1979655,43.253,92.171,4.743844154,DWB 1 15-30
2010,DWB,1,0-15,1700,2910,NA,1.711764706,Deep Well,0.838728148,0.889465004,-0.629731682,-1.543949641,177.6219655,42.1979655,43.253,92.171,4.743844154,DWB 1 0-15
2010,DW,10,15-30,1500,230,NA,0.153333333,Deep Well,0.838728148,0.889465004,-0.629731682,-1.543949641,177.6219655,42.1979655,43.253,92.171,4.743844154,DW 10 15-30
2010,DW,10,0-15,2100,210,NA,0.1,Deep Well,0.838728148,0.889465004,-0.629731682,-1.543949641,177.6219655,42.1979655,43.253,92.171,4.743844154,DW 10 0-15
2010,DW,9,15-30,2150,600,NA,0.279069767,Deep Well,0.838728148,0.889465004,-0.629731682,-1.543949641,177.6219655,42.1979655,43.253,92.171,4.743844154,DW 9 15-30
2010,DW,9,0-15,2350,880,NA,0.374468085,Deep Well,0.838728148,0.889465004,-0.629731682,-1.543949641,177.6219655,42.1979655,43.253,92.171,4.743844154,DW 9 0-15
2010,DW,8,15-30,2100,900,NA,0.428571429,Deep Well,0.838728148,0.889465004,-0.629731682,-1.543949641,177.6219655,42.1979655,43.253,92.171,4.743844154,DW 8 15-30
2010,DW,8,0-15,2350,1020,NA,0.434042553,Deep Well,0.838728148,0.889465004,-0.629731682,-1.543949641,177.6219655,42.1979655,43.253,92.171,4.743844154,DW 8 0-15
2010,DW,7,15-30,1950,1010,NA,0.517948718,Deep Well,0.838728148,0.889465004,-0.629731682,-1.543949641,177.6219655,42.1979655,43.253,92.171,4.743844154,DW 7 15-30
2010,DW,7,0-15,2100,1220,NA,0.580952381,Deep Well,0.838728148,0.889465004,-0.629731682,-1.543949641,177.6219655,42.1979655,43.253,92.171,4.743844154,DW 7 0-15
2010,DW,6,15-30,1800,1190,NA,0.661111111,Deep Well,0.838728148,0.889465004,-0.629731682,-1.543949641,177.6219655,42.1979655,43.253,92.171,4.743844154,DW 6 15-30
2010,DW,6,0-15,2200,560,NA,0.254545455,Deep Well,0.838728148,0.889465004,-0.629731682,-1.543949641,177.6219655,42.1979655,43.253,92.171,4.743844154,DW 6 0-15
2010,DW,5,15-30,2000,1100,NA,0.55,Deep Well,0.838728148,0.889465004,-0.629731682,-1.543949641,177.6219655,42.1979655,43.253,92.171,4.743844154,DW 5 15-30
2010,DW,5,0-15,2100,1180,NA,0.561904762,Deep Well,0.838728148,0.889465004,-0.629731682,-1.543949641,177.6219655,42.1979655,43.253,92.171,4.743844154,DW 5 0-15
2010,DW,4,15-30,2100,890,NA,0.423809524,Deep Well,0.838728148,0.889465004,-0.629731682,-1.543949641,177.6219655,42.1979655,43.253,92.171,4.743844154,DW 4 15-30
2010,DW,4,0-15,1700,1520,NA,0.894117647,Deep Well,0.838728148,0.889465004,-0.629731682,-1.543949641,177.6219655,42.1979655,43.253,92.171,4.743844154,DW 4 0-15
2010,DW,3,15-30,1100,510,NA,0.463636364,Deep Well,0.838728148,0.889465004,-0.629731682,-1.543949641,177.6219655,42.1979655,43.253,92.171,4.743844154,DW 3 15-30
2010,DW,3,0-15,1500,540,NA,0.36,Deep Well,0.838728148,0.889465004,-0.629731682,-1.543949641,177.6219655,42.1979655,43.253,92.171,4.743844154,DW 3 0-15
2010,DW,2,15-30,2050,480,NA,0.234146341,Deep Well,0.838728148,0.889465004,-0.629731682,-1.543949641,177.6219655,42.1979655,43.253,92.171,4.743844154,DW 2 15-30
2010,DW,2,0-15,2300,420,NA,0.182608696,Deep Well,0.838728148,0.889465004,-0.629731682,-1.543949641,177.6219655,42.1979655,43.253,92.171,4.743844154,DW 2 0-15
2010,DW,1,15-30,2000,480,NA,0.24,Deep Well,0.838728148,0.889465004,-0.629731682,-1.543949641,177.6219655,42.1979655,43.253,92.171,4.743844154,DW 1 15-30
2010,DW,1,0-15,1650,420,NA,0.254545455,Deep Well,0.838728148,0.889465004,-0.629731682,-1.543949641,177.6219655,42.1979655,43.253,92.171,4.743844154,DW 1 0-15
2010,F,15,15-30,2100,3530,NA,1.680952381,Deep Well,0.838728148,0.889465004,-0.629731682,-1.543949641,177.6219655,42.1979655,43.253,92.171,4.743844154,F 15 15-30
2010,F,16,0-15,2100,530,NA,0.252380952,Deep Well,0.838728148,0.889465004,-0.629731682,-1.543949641,177.6219655,42.1979655,43.253,92.171,4.743844154,F 16 0-15
2010,F,16,15-30,1900,1270,NA,0.668421053,Deep Well,0.838728148,0.889465004,-0.629731682,-1.543949641,177.6219655,42.1979655,43.253,92.171,4.743844154,F 16 15-30
2010,F,17,0-15,1750,2590,NA,1.48,Deep Well,0.838728148,0.889465004,-0.629731682,-1.543949641,177.6219655,42.1979655,43.253,92.171,4.743844154,F 17 0-15
2010,F,17,15-30,2300,1900,NA,0.826086957,Deep Well,0.838728148,0.889465004,-0.629731682,-1.543949641,177.6219655,42.1979655,43.253,92.171,4.743844154,F 17 15-30
2010,F,18,0-15,2250,2130,NA,0.946666667,Deep Well,0.838728148,0.889465004,-0.629731682,-1.543949641,177.6219655,42.1979655,43.253,92.171,4.743844154,F 18 0-15
2010,F,18,15-30,1650,3020,NA,1.83030303,Deep Well,0.838728148,0.889465004,-0.629731682,-1.543949641,177.6219655,42.1979655,43.253,92.171,4.743844154,F 18 15-30
2010,F,19,0-15,2250,1040,NA,0.462222222,Deep Well,0.838728148,0.889465004,-0.629731682,-1.543949641,177.6219655,42.1979655,43.253,92.171,4.743844154,F 19 0-15
2010,F,19,15-30,1750,3500,NA,2,Deep Well,0.838728148,0.889465004,-0.629731682,-1.543949641,177.6219655,42.1979655,43.253,92.171,4.743844154,F 19 15-30
2010,F,20,0-15,2250,2980,NA,1.324444444,Deep Well,0.838728148,0.889465004,-0.629731682,-1.543949641,177.6219655,42.1979655,43.253,92.171,4.743844154,F 20 0-15
2010,F,20,15-30,1450,4790,NA,3.303448276,Deep Well,0.838728148,0.889465004,-0.629731682,-1.543949641,177.6219655,42.1979655,43.253,92.171,4.743844154,F 20 15-30
2011,DW,1,0-15,1900,250,NA,0.131578947,Deep Well,-1.946937902,-1.213273119,-1.894473894,-1.652043015,109.5866527,76.91672752,2.254,30.41592513,5.000434862,DW 1 0-15
2011,DW,1,15-30,2400,620,NA,0.258333333,Deep Well,-1.946937902,-1.213273119,-1.894473894,-1.652043015,109.5866527,76.91672752,2.254,30.41592513,5.000434862,DW 1 15-30
2011,DW,2,0-15,2600,210,NA,0.080769231,Deep Well,-1.946937902,-1.213273119,-1.894473894,-1.652043015,109.5866527,76.91672752,2.254,30.41592513,5.000434862,DW 2 0-15
2011,DW,2,15-30,2000,340,NA,0.17,Deep Well,-1.946937902,-1.213273119,-1.894473894,-1.652043015,109.5866527,76.91672752,2.254,30.41592513,5.000434862,DW 2 15-30
2011,DW,3,0-15,1900,220,NA,0.115789474,Deep Well,-1.946937902,-1.213273119,-1.894473894,-1.652043015,109.5866527,76.91672752,2.254,30.41592513,5.000434862,DW 3 0-15
2011,DW,3,15-30,1250,100,NA,0.08,Deep Well,-1.946937902,-1.213273119,-1.894473894,-1.652043015,109.5866527,76.91672752,2.254,30.41592513,5.000434862,DW 3 15-30
2011,DW,4,0-15,2500,790,NA,0.316,Deep Well,-1.946937902,-1.213273119,-1.894473894,-1.652043015,109.5866527,76.91672752,2.254,30.41592513,5.000434862,DW 4 0-15
2011,DW,4,15-30,1750,170,NA,0.097142857,Deep Well,-1.946937902,-1.213273119,-1.894473894,-1.652043015,109.5866527,76.91672752,2.254,30.41592513,5.000434862,DW 4 15-30
2011,DW,5,0-15,2550,280,NA,0.109803922,Deep Well,-1.946937902,-1.213273119,-1.894473894,-1.652043015,109.5866527,76.91672752,2.254,30.41592513,5.000434862,DW 5 0-15
2011,DW,5,15-30,2100,280,NA,0.133333333,Deep Well,-1.946937902,-1.213273119,-1.894473894,-1.652043015,109.5866527,76.91672752,2.254,30.41592513,5.000434862,DW 5 15-30
2011,DW,6,0-15,2450,410,NA,0.167346939,Deep Well,-1.946937902,-1.213273119,-1.894473894,-1.652043015,109.5866527,76.91672752,2.254,30.41592513,5.000434862,DW 6 0-15
2011,DW,6,15-30,1900,180,NA,0.094736842,Deep Well,-1.946937902,-1.213273119,-1.894473894,-1.652043015,109.5866527,76.91672752,2.254,30.41592513,5.000434862,DW 6 15-30
2011,DW,7,0-15,2550,320,NA,0.125490196,Deep Well,-1.946937902,-1.213273119,-1.894473894,-1.652043015,109.5866527,76.91672752,2.254,30.41592513,5.000434862,DW 7 0-15
2011,DW,7,15-30,2000,560,NA,0.28,Deep Well,-1.946937902,-1.213273119,-1.894473894,-1.652043015,109.5866527,76.91672752,2.254,30.41592513,5.000434862,DW 7 15-30
2011,DW,8,0-15,2300,90,NA,0.039130435,Deep Well,-1.946937902,-1.213273119,-1.894473894,-1.652043015,109.5866527,76.91672752,2.254,30.41592513,5.000434862,DW 8 0-15
2011,DW,8,15-30,1700,270,NA,0.158823529,Deep Well,-1.946937902,-1.213273119,-1.894473894,-1.652043015,109.5866527,76.91672752,2.254,30.41592513,5.000434862,DW 8 15-30
2011,DW,9,0-15,2200,240,NA,0.109090909,Deep Well,-1.946937902,-1.213273119,-1.894473894,-1.652043015,109.5866527,76.91672752,2.254,30.41592513,5.000434862,DW 9 0-15
2011,DW,9,15-30,1600,190,NA,0.11875,Deep Well,-1.946937902,-1.213273119,-1.894473894,-1.652043015,109.5866527,76.91672752,2.254,30.41592513,5.000434862,DW 9 15-30
2011,DW,10,0-15,2300,90,NA,0.039130435,Deep Well,-1.946937902,-1.213273119,-1.894473894,-1.652043015,109.5866527,76.91672752,2.254,30.41592513,5.000434862,DW 10 0-15
2011,DW,10,15-30,1750,230,NA,0.131428571,Deep Well,-1.946937902,-1.213273119,-1.894473894,-1.652043015,109.5866527,76.91672752,2.254,30.41592513,5.000434862,DW 10 15-30
2011,DWB,1,0-15,2800,270,NA,0.096428571,Deep Well,-1.946937902,-1.213273119,-1.894473894,-1.652043015,109.5866527,76.91672752,2.254,30.41592513,5.000434862,DWB 1 0-15
2011,DWB,1,15-30,1900,250,NA,0.131578947,Deep Well,-1.946937902,-1.213273119,-1.894473894,-1.652043015,109.5866527,76.91672752,2.254,30.41592513,5.000434862,DWB 1 15-30
2011,DWB,2,0-15,1700,70,NA,0.041176471,Deep Well,-1.946937902,-1.213273119,-1.894473894,-1.652043015,109.5866527,76.91672752,2.254,30.41592513,5.000434862,DWB 2 0-15
2011,DWB,2,15-30,1600,70,NA,0.04375,Deep Well,-1.946937902,-1.213273119,-1.894473894,-1.652043015,109.5866527,76.91672752,2.254,30.41592513,5.000434862,DWB 2 15-30
2011,DWB,3,0-15,2000,50,NA,0.025,Deep Well,-1.946937902,-1.213273119,-1.894473894,-1.652043015,109.5866527,76.91672752,2.254,30.41592513,5.000434862,DWB 3 0-15
2011,DWB,3,15-30,1300,100,NA,0.076923077,Deep Well,-1.946937902,-1.213273119,-1.894473894,-1.652043015,109.5866527,76.91672752,2.254,30.41592513,5.000434862,DWB 3 15-30
2011,DWB,4,0-15,2600,130,NA,0.05,Deep Well,-1.946937902,-1.213273119,-1.894473894,-1.652043015,109.5866527,76.91672752,2.254,30.41592513,5.000434862,DWB 4 0-15
2011,DWB,4,15-30,1950,150,NA,0.076923077,Deep Well,-1.946937902,-1.213273119,-1.894473894,-1.652043015,109.5866527,76.91672752,2.254,30.41592513,5.000434862,DWB 4 15-30
2011,DWB,5,0-15,2200,180,NA,0.081818182,Deep Well,-1.946937902,-1.213273119,-1.894473894,-1.652043015,109.5866527,76.91672752,2.254,30.41592513,5.000434862,DWB 5 0-15
2011,DWB,5,15-30,2000,180,NA,0.09,Deep Well,-1.946937902,-1.213273119,-1.894473894,-1.652043015,109.5866527,76.91672752,2.254,30.41592513,5.000434862,DWB 5 15-30
2011,DWB,6,0-15,2150,190,NA,0.088372093,Deep Well,-1.946937902,-1.213273119,-1.894473894,-1.652043015,109.5866527,76.91672752,2.254,30.41592513,5.000434862,DWB 6 0-15
2011,DWB,6,15-30,1150,90,NA,0.07826087,Deep Well,-1.946937902,-1.213273119,-1.894473894,-1.652043015,109.5866527,76.91672752,2.254,30.41592513,5.000434862,DWB 6 15-30
2011,DWB,7,0-15,1500,90,NA,0.06,Deep Well,-1.946937902,-1.213273119,-1.894473894,-1.652043015,109.5866527,76.91672752,2.254,30.41592513,5.000434862,DWB 7 0-15
2011,DWB,7,15-30,1200,70,NA,0.058333333,Deep Well,-1.946937902,-1.213273119,-1.894473894,-1.652043015,109.5866527,76.91672752,2.254,30.41592513,5.000434862,DWB 7 15-30
2011,DWB,8,0-15,2200,50,NA,0.022727273,Deep Well,-1.946937902,-1.213273119,-1.894473894,-1.652043015,109.5866527,76.91672752,2.254,30.41592513,5.000434862,DWB 8 0-15
2011,DWB,8,15-30,1800,60,NA,0.033333333,Deep Well,-1.946937902,-1.213273119,-1.894473894,-1.652043015,109.5866527,76.91672752,2.254,30.41592513,5.000434862,DWB 8 15-30
2011,DWB,9,0-15,2400,180,NA,0.075,Deep Well,-1.946937902,-1.213273119,-1.894473894,-1.652043015,109.5866527,76.91672752,2.254,30.41592513,5.000434862,DWB 9 0-15
2011,DWB,9,15-30,1300,80,NA,0.061538462,Deep Well,-1.946937902,-1.213273119,-1.894473894,-1.652043015,109.5866527,76.91672752,2.254,30.41592513,5.000434862,DWB 9 15-30
2011,DWB,10,0-15,2150,130,NA,0.060465116,Deep Well,-1.946937902,-1.213273119,-1.894473894,-1.652043015,109.5866527,76.91672752,2.254,30.41592513,5.000434862,DWB 10 0-15
2011,DWB,10,15-30,1600,120,NA,0.075,Deep Well,-1.946937902,-1.213273119,-1.894473894,-1.652043015,109.5866527,76.91672752,2.254,30.41592513,5.000434862,DWB 10 15-30
2011,C,1,0-15,2400,110,NA,0.045833333,Five Points,-1.018417086,-1.037626192,-1.600206019,-1.341743724,116.971,85.819,2.549,28.603,5.013349505,C 1 0-15
2011,C,1,15-30,3300,110,NA,0.033333333,Five Points,-1.018417086,-1.037626192,-1.600206019,-1.341743724,116.971,85.819,2.549,28.603,5.013349505,C 1 15-30
2011,C,2,0-15,1250,30,NA,0.024,Five Points,-1.018417086,-1.037626192,-1.600206019,-1.341743724,116.971,85.819,2.549,28.603,5.013349505,C 2 0-15
2011,C,2,15-30,1400,270,NA,0.192857143,Five Points,-1.018417086,-1.037626192,-1.600206019,-1.341743724,116.971,85.819,2.549,28.603,5.013349505,C 2 15-30
2011,C,3,0-15,2250,40,NA,0.017777778,Five Points,-1.018417086,-1.037626192,-1.600206019,-1.341743724,116.971,85.819,2.549,28.603,5.013349505,C 3 0-15
2011,C,3,15-30,2450,240,NA,0.097959184,Five Points,-1.018417086,-1.037626192,-1.600206019,-1.341743724,116.971,85.819,2.549,28.603,5.013349505,C 3 15-30
2011,C,4,0-15,2500,640,NA,0.256,Five Points,-1.018417086,-1.037626192,-1.600206019,-1.341743724,116.971,85.819,2.549,28.603,5.013349505,C 4 0-15
2011,C,4,15-30,2750,430,NA,0.156363636,Five Points,-1.018417086,-1.037626192,-1.600206019,-1.341743724,116.971,85.819,2.549,28.603,5.013349505,C 4 15-30
2011,C,5,0-15,2450,190,NA,0.07755102,Five Points,-1.018417086,-1.037626192,-1.600206019,-1.341743724,116.971,85.819,2.549,28.603,5.013349505,C 5 0-15
2011,C,5,15-30,1900,10,NA,0.005263158,Five Points,-1.018417086,-1.037626192,-1.600206019,-1.341743724,116.971,85.819,2.549,28.603,5.013349505,C 5 15-30
2011,C,6,0-15,2900,30,NA,0.010344828,Five Points,-1.018417086,-1.037626192,-1.600206019,-1.341743724,116.971,85.819,2.549,28.603,5.013349505,C 6 0-15
2011,C,6,15-30,2300,90,NA,0.039130435,Five Points,-1.018417086,-1.037626192,-1.600206019,-1.341743724,116.971,85.819,2.549,28.603,5.013349505,C 6 15-30
2011,C,7,0-15,2300,60,NA,0.026086957,Five Points,-1.018417086,-1.037626192,-1.600206019,-1.341743724,116.971,85.819,2.549,28.603,5.013349505,C 7 0-15
2011,C,7,15-30,1800,80,NA,0.044444444,Five Points,-1.018417086,-1.037626192,-1.600206019,-1.341743724,116.971,85.819,2.549,28.603,5.013349505,C 7 15-30
2011,C,8,0-15,1950,110,NA,0.056410256,Five Points,-1.018417086,-1.037626192,-1.600206019,-1.341743724,116.971,85.819,2.549,28.603,5.013349505,C 8 0-15
2011,C,8,15-30,2300,510,NA,0.22173913,Five Points,-1.018417086,-1.037626192,-1.600206019,-1.341743724,116.971,85.819,2.549,28.603,5.013349505,C 8 15-30
2011,C,9,0-15,2450,50,NA,0.020408163,Five Points,-1.018417086,-1.037626192,-1.600206019,-1.341743724,116.971,85.819,2.549,28.603,5.013349505,C 9 0-15
2011,C,9,15-30,2300,20,NA,0.008695652,Five Points,-1.018417086,-1.037626192,-1.600206019,-1.341743724,116.971,85.819,2.549,28.603,5.013349505,C 9 15-30
2011,C,10,0-15,2050,40,NA,0.019512195,Five Points,-1.018417086,-1.037626192,-1.600206019,-1.341743724,116.971,85.819,2.549,28.603,5.013349505,C 10 0-15
2011,C,10,15-30,1300,10,trace_did_not_register_on _scale,0.007692308,Five Points,-1.018417086,-1.037626192,-1.600206019,-1.341743724,116.971,85.819,2.549,28.603,5.013349505,C 10 15-30
2011,F,1,0-15,2050,320,NA,0.156097561,Deep Well,-1.946937902,-1.213273119,-1.894473894,-1.652043015,109.5866527,76.91672752,2.254,30.41592513,5.000434862,F 1 0-15
2011,F,1,15-30,1700,160,NA,0.094117647,Deep Well,-1.946937902,-1.213273119,-1.894473894,-1.652043015,109.5866527,76.91672752,2.254,30.41592513,5.000434862,F 1 15-30
2011,F,2,0-15,2200,1690,NA,0.768181818,Deep Well,-1.946937902,-1.213273119,-1.894473894,-1.652043015,109.5866527,76.91672752,2.254,30.41592513,5.000434862,F 2 0-15
2011,F,2,15-30,1200,320,NA,0.266666667,Deep Well,-1.946937902,-1.213273119,-1.894473894,-1.652043015,109.5866527,76.91672752,2.254,30.41592513,5.000434862,F 2 15-30
2011,F,3,0-15,1700,150,NA,0.088235294,Deep Well,-1.946937902,-1.213273119,-1.894473894,-1.652043015,109.5866527,76.91672752,2.254,30.41592513,5.000434862,F 3 0-15
2011,F,3,15-30,1600,80,NA,0.05,Deep Well,-1.946937902,-1.213273119,-1.894473894,-1.652043015,109.5866527,76.91672752,2.254,30.41592513,5.000434862,F 3 15-30
2011,F,4,0-15,2350,90,NA,0.038297872,Deep Well,-1.946937902,-1.213273119,-1.894473894,-1.652043015,109.5866527,76.91672752,2.254,30.41592513,5.000434862,F 4 0-15
2011,F,4,15-30,1850,150,NA,0.081081081,Deep Well,-1.946937902,-1.213273119,-1.894473894,-1.652043015,109.5866527,76.91672752,2.254,30.41592513,5.000434862,F 4 15-30
2011,F,5,0-15,2100,70,NA,0.033333333,Deep Well,-1.946937902,-1.213273119,-1.894473894,-1.652043015,109.5866527,76.91672752,2.254,30.41592513,5.000434862,F 5 0-15
2011,F,5,15-30,2000,110,NA,0.055,Deep Well,-1.946937902,-1.213273119,-1.894473894,-1.652043015,109.5866527,76.91672752,2.254,30.41592513,5.000434862,F 5 15-30
2011,F,6,0-15,2900,920,NA,0.317241379,Deep Well,-1.946937902,-1.213273119,-1.894473894,-1.652043015,109.5866527,76.91672752,2.254,30.41592513,5.000434862,F 6 0-15
2011,F,6,15-30,1600,80,NA,0.05,Deep Well,-1.946937902,-1.213273119,-1.894473894,-1.652043015,109.5866527,76.91672752,2.254,30.41592513,5.000434862,F 6 15-30
2011,F,7,0-15,2650,210,NA,0.079245283,Deep Well,-1.946937902,-1.213273119,-1.894473894,-1.652043015,109.5866527,76.91672752,2.254,30.41592513,5.000434862,F 7 0-15
2011,F,7,15-30,2050,230,NA,0.112195122,Deep Well,-1.946937902,-1.213273119,-1.894473894,-1.652043015,109.5866527,76.91672752,2.254,30.41592513,5.000434862,F 7 15-30
2011,F,8,0-15,2100,190,NA,0.09047619,Deep Well,-1.946937902,-1.213273119,-1.894473894,-1.652043015,109.5866527,76.91672752,2.254,30.41592513,5.000434862,F 8 0-15
2011,F,8,15-30,1600,100,NA,0.0625,Deep Well,-1.946937902,-1.213273119,-1.894473894,-1.652043015,109.5866527,76.91672752,2.254,30.41592513,5.000434862,F 8 15-30
2011,F,9,0-15,1650,550,NA,0.333333333,Deep Well,-1.946937902,-1.213273119,-1.894473894,-1.652043015,109.5866527,76.91672752,2.254,30.41592513,5.000434862,F 9 0-15
2011,F,9,15-30,1700,870,NA,0.511764706,Deep Well,-1.946937902,-1.213273119,-1.894473894,-1.652043015,109.5866527,76.91672752,2.254,30.41592513,5.000434862,F 9 15-30
2011,F,10,0-15,2400,580,NA,0.241666667,Deep Well,-1.946937902,-1.213273119,-1.894473894,-1.652043015,109.5866527,76.91672752,2.254,30.41592513,5.000434862,F 10 0-15
2011,F,10,15-30,1850,330,NA,0.178378378,Deep Well,-1.946937902,-1.213273119,-1.894473894,-1.652043015,109.5866527,76.91672752,2.254,30.41592513,5.000434862,F 10 15-30
2011,F,11,0-15,2900,170,NA,0.05862069,Deep Well,-1.946937902,-1.213273119,-1.894473894,-1.652043015,109.5866527,76.91672752,2.254,30.41592513,5.000434862,F 11 0-15
2011,F,11,15-30,2100,890,NA,0.423809524,Deep Well,-1.946937902,-1.213273119,-1.894473894,-1.652043015,109.5866527,76.91672752,2.254,30.41592513,5.000434862,F 11 15-30
